0.000000	917976
0.000001	807052
0.000002	571724
0.000003	701436
0.000004	919768
0.000005	807052
0.000006	-6147889
0.000007	2790586
0.000008	2874231
0.000009	6863234
0.000010	406632
0.000011	-8052577
0.000012	419339
0.000013	-3737064
0.000014	-1259416
0.000015	-1368760
0.000016	-1738976
0.000017	-1794792
0.000018	-1894136
0.000019	-2118560
0.000020	-1929000
0.000021	-1792440
0.000022	-1825552
0.000023	-1754024
0.000024	-1804312
0.000025	-1618928
0.000026	-1262792
0.000027	-1368704
0.000028	-1724808
0.000029	-1615608
0.000030	-1250416
0.000031	-1247216
0.000032	-1386368
0.000033	-1267592
0.000034	-1176696
0.000035	-1289920
0.000036	-1135624
0.000037	-870680
0.000038	-1043200
0.000039	-1014800
0.000040	-529472
0.000041	-482432
0.000042	-963696
0.000043	-1011480
0.000044	-515304
0.000045	-301512
0.000046	-274768
0.000047	17112
0.000048	-88456
0.000049	-637984
0.000050	-362136
0.000051	220608
0.000052	-264072
0.000053	-607736
0.000054	195000
0.000055	739680
0.000056	286000
0.000057	154792
0.000058	702192
0.000059	748984
0.000060	607312
0.000061	864032
0.000062	717464
0.000063	403528
0.000064	711712
0.000065	1101920
0.000066	945496
0.000067	916480
0.000068	1123128
0.000069	958096
0.000070	1048608
0.000071	1534320
0.000072	1379192
0.000073	980920
0.000074	1325824
0.000075	1683408
0.000076	1412704
0.000077	1255920
0.000078	1689368
0.000079	2097464
0.000080	1941208
0.000081	1910400
0.000082	2057616
0.000083	1543888
0.000084	1011520
0.000085	1447536
0.000086	2036016
0.000087	1938112
0.000088	1912192
0.000089	2118784
0.000090	1941376
0.000091	1912192
0.000092	2118784
0.000093	1941376
0.000094	1912192
0.000095	2118728
0.000096	1929000
0.000097	1790648
0.000098	1766176
0.000099	1415968
0.000100	1257656
0.000101	1736368
0.000102	2315824
0.000103	2212328
0.000104	1894696
0.000105	2206856
0.000106	2578976
0.000107	2272152
0.000108	1834888
0.000109	1760520
0.000110	1386400
0.000111	812544
0.000112	756648
0.000113	946256
0.000114	1113776
0.000115	1346200
0.000116	1475528
0.000117	1494408
0.000118	1552960
0.000119	1830896
0.000120	2054352
0.000121	1542096
0.000122	950296
0.000123	1034088
0.000124	894992
0.000125	223864
0.000126	173592
0.000127	519168
0.000128	224720
0.000129	151696
0.000130	700456
0.000131	701984
0.000132	388952
0.000133	594648
0.000134	781960
0.000135	532024
0.000136	284008
0.000137	307544
0.000138	78968
0.000139	-511936
0.000140	-791072
0.000141	-651832
0.000142	-587880
0.000143	-571120
0.000144	-355664
0.000145	-332080
0.000146	-552336
0.000147	-590384
0.000148	-586520
0.000149	-618176
0.000150	-586456
0.000151	-735328
0.000152	-947824
0.000153	-1160720
0.000154	-1552184
0.000155	-1625104
0.000156	-1122568
0.000157	-1068568
0.000158	-1581488
0.000159	-1597608
0.000160	-1262624
0.000161	-1366968
0.000162	-1677808
0.000163	-1397304
0.000164	-993464
0.000165	-1447368
0.000166	-2036016
0.000167	-1938112
0.000168	-1912192
0.000169	-2118728
0.000170	-1929000
0.000171	-1790648
0.000172	-1766176
0.000173	-1415968
0.000174	-1255920
0.000175	-1689368
0.000176	-2097464
0.000177	-1943000
0.000178	-1971568
0.000179	-2456896
0.000180	-2503936
0.000181	-2022616
0.000182	-1962456
0.000183	-2337088
0.000184	-2198328
0.000185	-1712040
0.000186	-1469136
0.000187	-1272592
0.000188	-1225488
0.000189	-1569448
0.000190	-1805968
0.000191	-1800912
0.000192	-2036840
0.000193	-2069120
0.000194	-1862472
0.000195	-2025768
0.000196	-1888256
0.000197	-1185920
0.000198	-1118664
0.000199	-1799848
0.000200	-1866936
0.000201	-1183960
0.000202	-1057552
0.000203	-1414736
0.000204	-1086016
0.000205	-804208
0.000206	-1292432
0.000207	-1303576
0.000208	-796904
0.000209	-635104
0.000210	-595384
0.000211	-633520
0.000212	-836536
0.000213	-857520
0.000214	-703664
0.000215	-854976
0.000216	-1105864
0.000217	-777120
0.000218	-345456
0.000219	-312376
0.000220	-127704
0.000221	246576
0.000222	303328
0.000223	448680
0.000224	831400
0.000225	598552
0.000226	48888
0.000227	187200
0.000228	357752
0.000229	-107528
0.000230	-354432
0.000231	121752
0.000232	547784
0.000233	704680
0.000234	1073768
0.000235	1294104
0.000236	1185704
0.000237	1244120
0.000238	1386368
0.000239	1267592
0.000240	1176696
0.000241	1289920
0.000242	1135624
0.000243	870680
0.000244	1044992
0.000245	1075968
0.000246	928752
0.000247	1444272
0.000248	2036016
0.000249	1939848
0.000250	1959192
0.000251	2337088
0.000252	2198328
0.000253	1712040
0.000254	1469136
0.000255	1272592
0.000256	1225488
0.000257	1569448
0.000258	1806024
0.000259	1813288
0.000260	2156592
0.000261	2360616
0.000262	2004560
0.000263	1962288
0.000264	2337144
0.000265	2210704
0.000266	1833528
0.000267	1807576
0.000268	1618928
0.000269	1264528
0.000270	1415760
0.000271	1957336
0.000272	2065912
0.000273	1876640
0.000274	2206688
0.000275	2578976
0.000276	2272152
0.000277	1836624
0.000278	1807576
0.000279	1618872
0.000280	1250416
0.000281	1247216
0.000282	1386368
0.000283	1267592
0.000284	1178488
0.000285	1349296
0.000286	1475528
0.000287	1492616
0.000288	1493528
0.000289	1480408
0.000290	1373776
0.000291	1188912
0.000292	1231744
0.000293	1264824
0.000294	916720
0.000295	698232
0.000296	839576
0.000297	843408
0.000298	535176
0.000299	296440
0.000300	441464
0.000301	553064
0.000302	355496
0.000303	330288
0.000304	492904
0.000305	239840
0.000306	-108168
0.000307	94712
0.000308	249824
0.000309	-75424
0.000310	-253392
0.000311	29656
0.000312	29504
0.000313	-405920
0.000314	-574064
0.000315	-633352
0.000316	-836536
0.000317	-855784
0.000318	-654928
0.000319	-589616
0.000320	-618176
0.000321	-588192
0.000322	-782328
0.000323	-1164448
0.000324	-1383104
0.000325	-1269328
0.000326	-1225432
0.000327	-1555280
0.000328	-1625104
0.000329	-1122568
0.000330	-1066832
0.000331	-1534488
0.000332	-1379192
0.000333	-980920
0.000334	-1327616
0.000335	-1744520
0.000336	-1797816
0.000337	-2036840
0.000338	-2067384
0.000339	-1815528
0.000340	-1821520
0.000341	-1785680
0.000342	-1774384
0.000343	-1825384
0.000344	-1754080
0.000345	-1818480
0.000346	-1798056
0.000347	-1894136
0.000348	-2118616
0.000349	-1941376
0.000350	-1910400
0.000351	-2057616
0.000352	-1543888
0.000353	-1013312
0.000354	-1508704
0.000355	-2435296
0.000356	-2898160
0.000357	-2921552
0.000358	-2584912
0.000359	-1964712
0.000360	-1563120
0.000361	-1362928
0.000362	-1022216
0.000363	-734320
0.000364	-989120
0.000365	-1592392
0.000366	-1778472
0.000367	-1940968
0.000368	-2336920
0.000369	-2198328
0.000370	-1712040
0.000371	-1469080
0.000372	-1258424
0.000373	-1044568
0.000374	-878728
0.000375	-716208
0.000376	-974784
0.000377	-1411472
0.000378	-1086016
0.000379	-804208
0.000380	-1292432
0.000381	-1303576
0.000382	-796848
0.000383	-622728
0.000384	-473896
0.000385	-293344
0.000386	-441464
0.000387	-551328
0.000388	-306760
0.000389	-64928
0.000390	-5216
0.000391	-49120
0.000392	-267480
0.000393	-536808
0.000394	-458200
0.000395	-159368
0.000396	43328
0.000397	399496
0.000398	960432
0.000399	1011536
0.000400	529416
0.000401	470056
0.000402	843944
0.000403	720040
0.000404	389120
0.000405	594704
0.000406	796072
0.000407	700568
0.000408	855032
0.000409	1120032
0.000410	958096
0.000411	1050400
0.000412	1595432
0.000413	1764304
0.000414	1760048
0.000415	1646256
0.000416	1122736
0.000417	1066832
0.000418	1534488
0.000419	1379248
0.000420	993296
0.000421	1447368
0.000422	2036016
0.000423	1939848
0.000424	1959192
0.000425	2337144
0.000426	2212440
0.000427	1880528
0.000428	2025936
0.000429	1888256
0.000430	1185920
0.000431	1118720
0.000432	1814016
0.000433	2047800
0.000434	1862360
0.000435	2039936
0.000436	2069176
0.000437	1874904
0.000438	2159688
0.000439	2360616
0.000440	2002824
0.000441	1915288
0.000442	2116992
0.000443	1882000
0.000444	1572288
0.000445	1496848
0.000446	1494520
0.000447	1540584
0.000448	1712936
0.000449	1824024
0.000450	1801080
0.000451	2036840
0.000452	2067384
0.000453	1813736
0.000454	1760408
0.000455	1398776
0.000456	932296
0.000457	1048088
0.000458	1075912
0.000459	914584
0.000460	1263352
0.000461	1345296
0.000462	850088
0.000463	1133064
0.000464	1711776
0.000465	1229280
0.000466	809832
0.000467	1158736
0.000468	845384
0.000469	157392
0.000470	421088
0.000471	760944
0.000472	273792
0.000473	33248
0.000474	349640
0.000475	234160
0.000476	11416
0.000477	387888
0.000478	424744
0.000479	-103200
0.000480	-271160
0.000481	-280024
0.000482	-274600
0.000483	17112
0.000484	-90248
0.000485	-699096
0.000486	-748984
0.000487	-607312
0.000488	-864032
0.000489	-717464
0.000490	-403528
0.000491	-711712
0.000492	-1101976
0.000493	-957928
0.000494	-1048608
0.000495	-1534320
0.000496	-1377456
0.000497	-932128
0.000498	-1048088
0.000499	-1075912
0.000500	-916376
0.000501	-1324520
0.000502	-1744520
0.000503	-1797760
0.000504	-2022672
0.000505	-1888256
0.000506	-1185920
0.000507	-1118720
0.000508	-1814016
0.000509	-2047800
0.000510	-1862360
0.000511	-2039936
0.000512	-2067384
0.000513	-1815472
0.000514	-1807408
0.000515	-1618928
0.000516	-1264584
0.000517	-1428136
0.000518	-2077088
0.000519	-2357352
0.000520	-2004560
0.000521	-1962288
0.000522	-2337144
0.000523	-2212440
0.000524	-1880584
0.000525	-2040104
0.000526	-2067384
0.000527	-1813736
0.000528	-1760408
0.000529	-1400568
0.000530	-993464
0.000531	-1447368
0.000532	-2036016
0.000533	-1939848
0.000534	-1959192
0.000535	-2337144
0.000536	-2210704
0.000537	-1831792
0.000538	-1760576
0.000539	-1398776
0.000540	-932296
0.000541	-1048088
0.000542	-1075912
0.000543	-916320
0.000544	-1310352
0.000545	-1563656
0.000546	-1119472
0.000547	-1066832
0.000548	-1534488
0.000549	-1379192
0.000550	-979128
0.000551	-1264656
0.000552	-1284128
0.000553	-450808
0.000554	-171224
0.000555	-641248
0.000556	-362136
0.000557	220608
0.000558	-265864
0.000559	-668904
0.000560	-202544
0.000561	-173424
0.000562	-519112
0.000563	-212344
0.000564	-30152
0.000565	-347848
0.000566	-172992
0.000567	387864
0.000568	573896
0.000569	633352
0.000570	836536
0.000571	855784
0.000572	654928
0.000573	587880
0.000574	571120
0.000575	355720
0.000576	344456
0.000577	673880
0.000578	942992
0.000579	1113720
0.000580	1333824
0.000581	1355720
0.000582	1188800
0.000583	1245856
0.000584	1433368
0.000585	1487688
0.000586	1494816
0.000587	1489048
0.000588	1447816
0.000589	1272424
0.000590	1225488
0.000591	1569448
0.000592	1805968
0.000593	1800912
0.000594	2036840
0.000595	2067384
0.000596	1815472
0.000597	1807408
0.000598	1618928
0.000599	1264584
0.000600	1428136
0.000601	2077088
0.000602	2357352
0.000603	2004560
0.000604	1962288
0.000605	2337144
0.000606	2212440
0.000607	1880584
0.000608	2040104
0.000609	2067384
0.000610	1815472
0.000611	1807408
0.000612	1618928
0.000613	1262792
0.000614	1368760
0.000615	1738976
0.000616	1796584
0.000617	1953512
0.000618	2456728
0.000619	2503880
0.000620	2008504
0.000621	1793912
0.000622	1766176
0.000623	1414176
0.000624	1194752
0.000625	1290088
0.000626	1135624
0.000627	870680
0.000628	1044992
0.000629	1075968
0.000630	928752
0.000631	1444272
0.000632	2034224
0.000633	1878680
0.000634	1559856
0.000635	1362872
0.000636	1008048
0.000637	553344
0.000638	284176
0.000639	309336
0.000640	141872
0.000641	-65600
0.000642	401504
0.000643	807832
0.000644	504528
0.000645	424120
0.000646	621848
0.000647	403208
0.000648	196840
0.000649	297064
0.000650	113128
0.000651	-361792
0.000652	-549800
0.000653	-355496
0.000654	-332080
0.000655	-552336
0.000656	-592120
0.000657	-633520
0.000658	-836536
0.000659	-855784
0.000660	-654928
0.000661	-589616
0.000662	-618176
0.000663	-586456
0.000664	-735328
0.000665	-946088
0.000666	-1113720
0.000667	-1333824
0.000668	-1355776
0.000669	-1201176
0.000670	-1365664
0.000671	-1738920
0.000672	-1782416
0.000673	-1772592
0.000674	-1766008
0.000675	-1415912
0.000676	-1243488
0.000677	-1555448
0.000678	-1625104
0.000679	-1124304
0.000680	-1115624
0.000681	-1814016
0.000682	-2047856
0.000683	-1876472
0.000684	-2206688
0.000685	-2578976
0.000686	-2273944
0.000687	-1896056
0.000688	-2159800
0.000689	-2346448
0.000690	-1823696
0.000691	-1283944
0.000692	-1368872
0.000693	-1724808
0.000694	-1615664
0.000695	-1264584
0.000696	-1429872
0.000697	-2124088
0.000698	-2575712
0.000699	-2273944
0.000700	-1897792
0.000701	-2206856
0.000702	-2578976
0.000703	-2272152
0.000704	-1834888
0.000705	-1760576
0.000706	-1398776
0.000707	-932296
0.000708	-1048088
0.000709	-1075912
0.000710	-916376
0.000711	-1324520
0.000712	-1742784
0.000713	-1750760
0.000714	-1804312
0.000715	-1618928
0.000716	-1262792
0.000717	-1366968
0.000718	-1676016
0.000719	-1336080
0.000720	-581752
0.000721	-353344
0.000722	-540128
0.000723	-472368
0.000724	-340344
0.000725	-661560
0.000726	-869448
0.000727	-507680
0.000728	-436496
0.000729	-743336
0.000730	-743384
0.000731	-590176
0.000732	-552784
0.000733	-194200
0.000734	375320
0.000735	452408
0.000736	293176
0.000737	441464
0.000738	553064
0.000739	355496
0.000740	332024
0.000741	539960
0.000742	470632
0.000743	293344
0.000744	441464
0.000745	553120
0.000746	367928
0.000747	464208
0.000748	965320
0.000749	1072704
0.000750	928752
0.000751	1442480
0.000752	1974848
0.000753	1540568
0.000754	999144
0.000755	1325992
0.000756	1683408
0.000757	1412648
0.000758	1243488
0.000759	1555448
0.000760	1625104
0.000761	1124304
0.000762	1115624
0.000763	1814016
0.000764	2046064
0.000765	1815360
0.000766	1821520
0.000767	1785680
0.000768	1774384
0.000769	1827120
0.000770	1801080
0.000771	2036840
0.000772	2067384
0.000773	1815528
0.000774	1821576
0.000775	1798056
0.000776	1894136
0.000777	2118616
0.000778	1941376
0.000779	1912192
0.000780	2118784
0.000781	1941376
0.000782	1910400
0.000783	2057616
0.000784	1543888
0.000785	1013312
0.000786	1506912
0.000787	2374128
0.000788	2500672
0.000789	2020880
0.000790	1915456
0.000791	2116992
0.000792	1881944
0.000793	1559912
0.000794	1375304
0.000795	1140176
0.000796	966384
0.000797	778928
0.000798	785432
0.000799	1424424
0.000800	1974680
0.000801	1540624
0.000802	1011520
0.000803	1445744
0.000804	1974848
0.000805	1538776
0.000806	937920
0.000807	914336
0.000808	601816
0.000809	48888
0.000810	187256
0.000811	371864
0.000812	60960
0.000813	204104
0.000814	784360
0.000815	712464
0.000816	354792
0.000817	444560
0.000818	553064
0.000819	353760
0.000820	283288
0.000821	272752
0.000822	-90656
0.000823	-430576
0.000824	-615296
0.000825	-836368
0.000826	-857520
0.000827	-703664
0.000828	-854976
0.000829	-1105864
0.000830	-777176
0.000831	-357888
0.000832	-444560
0.000833	-553120
0.000834	-367928
0.000835	-464208
0.000836	-965320
0.000837	-1072704
0.000838	-928752
0.000839	-1444272
0.000840	-2036016
0.000841	-1938112
0.000842	-1910400
0.000843	-2057616
0.000844	-1543832
0.000845	-999088
0.000846	-1313616
0.000847	-1563656
0.000848	-1121208
0.000849	-1115624
0.000850	-1814016
0.000851	-2047800
0.000852	-1862360
0.000853	-2039936
0.000854	-2069120
0.000855	-1862528
0.000856	-2039936
0.000857	-2067384
0.000858	-1815528
0.000859	-1821520
0.000860	-1785680
0.000861	-1774384
0.000862	-1827120
0.000863	-1801080
0.000864	-2036840
0.000865	-2069120
0.000866	-1862472
0.000867	-2025768
0.000868	-1888256
0.000869	-1185976
0.000870	-1132888
0.000871	-1994880
0.000872	-2724408
0.000873	-2783576
0.000874	-2293304
0.000875	-1835056
0.000876	-1760576
0.000877	-1400512
0.000878	-979296
0.000879	-1266448
0.000880	-1345296
0.000881	-850144
0.000882	-1145440
0.000883	-1831528
0.000884	-1522568
0.000885	-1011352
0.000886	-1445744
0.000887	-1974848
0.000888	-1540568
0.000889	-997352
0.000890	-1266616
0.000891	-1343504
0.000892	-788920
0.000893	-733784
0.000894	-751672
0.000895	-205808
0.000896	-173424
0.000897	-519112
0.000898	-212344
0.000899	-31888
0.000900	-396640
0.000901	-452576
0.000902	-293176
0.000903	-441464
0.000904	-551328
0.000905	-306760
0.000906	-64928
0.000907	-3424
0.000908	12048
0.000909	133536
0.000910	471976
0.000911	818312
0.000912	857352
0.000913	703664
0.000914	855032
0.000915	1118240
0.000916	896928
0.000917	651064
0.000918	621272
0.000919	586456
0.000920	733536
0.000921	886712
0.000922	775608
0.000923	773056
0.000924	1306464
0.000925	1742616
0.000926	1750760
0.000927	1804312
0.000928	1618928
0.000929	1262792
0.000930	1368760
0.000931	1738920
0.000932	1782416
0.000933	1772592
0.000934	1766008
0.000935	1415912
0.000936	1243544
0.000937	1569616
0.000938	1805968
0.000939	1800912
