0.000000000000000000e+00, 5.415600000000000000e+04
7.947972979580819272e-06, 5.181300000000000000e+04
1.589594595916163854e-05, 4.765200000000000000e+04
2.384391893874245782e-05, 4.282400000000000000e+04
3.179189191832327709e-05, 3.840600000000000000e+04
3.973986489790409636e-05, 3.490900000000000000e+04
4.768783787748491563e-05, 3.253000000000000000e+04
5.563581085706573490e-05, 3.129300000000000000e+04
6.358378383664655418e-05, 3.108000000000000000e+04
7.153175681622738022e-05, 3.186400000000000000e+04
7.947972979580819272e-05, 3.333000000000000000e+04
8.742770277538901877e-05, 3.526500000000000000e+04
9.537567575496983126e-05, 3.761700000000000000e+04
1.033236487345506573e-04, 4.022300000000000000e+04
1.112716217141314698e-04, 4.268900000000000000e+04
1.192195946937122959e-04, 4.500000000000000000e+04
1.271675676732931084e-04, 4.734900000000000000e+04
1.351155406528739208e-04, 4.952200000000000000e+04
1.430635136324547604e-04, 5.133200000000000000e+04
1.510114866120355729e-04, 5.273600000000000000e+04
1.589594595916163854e-04, 5.374200000000000000e+04
1.669074325711971979e-04, 5.431400000000000000e+04
1.748554055507780375e-04, 5.448500000000000000e+04
1.828033785303588500e-04, 5.421700000000000000e+04
1.907513515099396625e-04, 5.345200000000000000e+04
1.986993244895204750e-04, 5.217500000000000000e+04
2.066472974691013146e-04, 5.050700000000000000e+04
2.145952704486821271e-04, 4.846600000000000000e+04
2.225432434282629396e-04, 4.606600000000000000e+04
2.304912164078437521e-04, 4.345900000000000000e+04
2.384391893874245917e-04, 4.057900000000000000e+04
2.463871623670054042e-04, 3.755000000000000000e+04
2.543351353465862167e-04, 3.445300000000000000e+04
2.622831083261670292e-04, 3.128800000000000000e+04
2.702310813057478417e-04, 2.809400000000000000e+04
2.781790542853286542e-04, 2.498500000000000000e+04
2.861270272649095209e-04, 2.212200000000000000e+04
2.940750002444903334e-04, 1.946900000000000000e+04
3.020229732240711459e-04, 1.707000000000000000e+04
3.099709462036519584e-04, 1.500100000000000000e+04
3.179189191832327709e-04, 1.329800000000000000e+04
3.258668921628135834e-04, 1.199100000000000000e+04
3.338148651423943959e-04, 1.126400000000000000e+04
3.417628381219752084e-04, 1.098800000000000000e+04
3.497108111015560751e-04, 1.118400000000000000e+04
3.576587840811368876e-04, 1.176300000000000000e+04
3.656067570607177001e-04, 1.274400000000000000e+04
3.735547300402985126e-04, 1.422400000000000000e+04
3.815027030198793251e-04, 1.613300000000000000e+04
3.894506759994601375e-04, 1.840100000000000000e+04
3.973986489790409500e-04, 2.093200000000000000e+04
4.053466219586217625e-04, 2.366100000000000000e+04
4.132945949382026292e-04, 2.666600000000000000e+04
4.212425679177834417e-04, 2.975800000000000000e+04
4.291905408973642542e-04, 3.289400000000000000e+04
4.371385138769450667e-04, 3.611100000000000000e+04
4.450864868565258792e-04, 3.930900000000000000e+04
4.530344598361066917e-04, 4.224700000000000000e+04
4.609824328156875042e-04, 4.489900000000000000e+04
4.689304057952683709e-04, 4.745200000000000000e+04
4.768783787748491834e-04, 4.971700000000000000e+04
4.848263517544299959e-04, 5.154500000000000000e+04
4.927743247340108084e-04, 5.293200000000000000e+04
5.007222977135916209e-04, 5.391800000000000000e+04
5.086702706931724334e-04, 5.445400000000000000e+04
5.166182436727532459e-04, 5.456700000000000000e+04
5.245662166523340584e-04, 5.421800000000000000e+04
5.325141896319148709e-04, 5.337600000000000000e+04
5.404621626114956834e-04, 5.204100000000000000e+04
5.484101355910764959e-04, 5.033700000000000000e+04
5.563581085706573084e-04, 4.828000000000000000e+04
5.643060815502382293e-04, 4.591700000000000000e+04
5.722540545298190418e-04, 4.333000000000000000e+04
5.802020275093998543e-04, 4.038400000000000000e+04
5.881500004889806668e-04, 3.728800000000000000e+04
5.960979734685614793e-04, 3.413700000000000000e+04
6.040459464481422918e-04, 3.094400000000000000e+04
6.119939194277231043e-04, 2.773600000000000000e+04
6.199418924073039168e-04, 2.464600000000000000e+04
6.278898653868847293e-04, 2.179300000000000000e+04
6.358378383664655418e-04, 1.916100000000000000e+04
6.437858113460463542e-04, 1.680800000000000000e+04
6.517337843256271667e-04, 1.479600000000000000e+04
6.596817573052079792e-04, 1.314600000000000000e+04
6.676297302847887917e-04, 1.189600000000000000e+04
6.755777032643696042e-04, 1.122700000000000000e+04
6.835256762439504167e-04, 1.099000000000000000e+04
6.914736492235313376e-04, 1.119900000000000000e+04
6.994216222031121501e-04, 1.178300000000000000e+04
7.073695951826929626e-04, 1.281900000000000000e+04
7.153175681622737751e-04, 1.436900000000000000e+04
7.232655411418545876e-04, 1.633900000000000000e+04
7.312135141214354001e-04, 1.865300000000000000e+04
7.391614871010162126e-04, 2.120300000000000000e+04
7.471094600805970251e-04, 2.394600000000000000e+04
7.550574330601778376e-04, 2.689100000000000000e+04
7.630054060397586501e-04, 2.991400000000000000e+04
7.709533790193394626e-04, 3.298400000000000000e+04
7.789013519989202751e-04, 3.616900000000000000e+04
7.868493249785010876e-04, 3.935100000000000000e+04
7.947972979580819001e-04, 4.227900000000000000e+04
8.027452709376627126e-04, 4.495800000000000000e+04
8.106932439172435251e-04, 4.752700000000000000e+04
