0.000000000000000000e+00, 3.553500000000000000e+04
4.965891909119701369e-06, 3.371300000000000000e+04
9.931783818239402737e-06, 3.197000000000000000e+04
1.489767572735910411e-05, 3.042800000000000000e+04
1.986356763647880547e-05, 2.920600000000000000e+04
2.482945954559850684e-05, 2.839600000000000000e+04
2.979535145471820821e-05, 2.804800000000000000e+04
3.476124336383791297e-05, 2.816300000000000000e+04
3.972713527295761095e-05, 2.870700000000000000e+04
4.469302718207731571e-05, 2.961300000000000000e+04
4.965891909119701369e-05, 3.079400000000000000e+04
5.462481100031671844e-05, 3.215600000000000000e+04
5.959070290943641642e-05, 3.360400000000000000e+04
6.455659481855611441e-05, 3.505000000000000000e+04
6.952248672767582594e-05, 3.642100000000000000e+04
7.448837863679552392e-05, 3.765700000000000000e+04
7.945427054591522190e-05, 3.870600000000000000e+04
8.442016245503491988e-05, 3.953500000000000000e+04
8.938605436415463141e-05, 4.012300000000000000e+04
9.435194627327432939e-05, 4.046200000000000000e+04
9.931783818239402737e-05, 4.054400000000000000e+04
1.042837300915137254e-04, 4.037300000000000000e+04
1.092496220006334369e-04, 3.996300000000000000e+04
1.142155139097531349e-04, 3.933300000000000000e+04
1.191814058188728328e-04, 3.850800000000000000e+04
1.241472977279925308e-04, 3.750900000000000000e+04
1.291131896371122288e-04, 3.635500000000000000e+04
1.340790815462319268e-04, 3.506900000000000000e+04
1.390449734553516519e-04, 3.367000000000000000e+04
1.440108653644713499e-04, 3.218500000000000000e+04
1.489767572735910478e-04, 3.063900000000000000e+04
1.539426491827107458e-04, 2.905200000000000000e+04
1.589085410918304438e-04, 2.744700000000000000e+04
1.638744330009501418e-04, 2.584400000000000000e+04
1.688403249100698398e-04, 2.426200000000000000e+04
1.738062168191895377e-04, 2.272000000000000000e+04
1.787721087283092628e-04, 2.123400000000000000e+04
1.837380006374289608e-04, 1.982000000000000000e+04
1.887038925465486588e-04, 1.849400000000000000e+04
1.936697844556683568e-04, 1.727400000000000000e+04
1.986356763647880547e-04, 1.617700000000000000e+04
2.036015682739077527e-04, 1.521500000000000000e+04
2.085674601830274507e-04, 1.439900000000000000e+04
2.135333520921471487e-04, 1.373600000000000000e+04
2.184992440012668738e-04, 1.323000000000000000e+04
2.234651359103865718e-04, 1.288100000000000000e+04
2.284310278195062697e-04, 1.269500000000000000e+04
2.333969197286259677e-04, 1.267500000000000000e+04
2.383628116377456657e-04, 1.282600000000000000e+04
2.433287035468653637e-04, 1.315000000000000000e+04
2.482945954559850617e-04, 1.364500000000000000e+04
